,Unnamed: 0,miRNA,disease
591,592,hsa-mir-144,Esophageal Neoplasms
592,593,hsa-mir-145,Esophageal Neoplasms
593,594,hsa-mir-146a,Esophageal Neoplasms
594,595,hsa-mir-146b,Esophageal Neoplasms
595,596,hsa-mir-147b,Esophageal Neoplasms
596,597,hsa-mir-148a,Esophageal Neoplasms
597,598,hsa-mir-148b,Esophageal Neoplasms
598,599,hsa-mir-149,Esophageal Neoplasms
599,600,hsa-mir-150,Esophageal Neoplasms
600,601,hsa-mir-151,Esophageal Neoplasms
601,602,hsa-mir-152,Esophageal Neoplasms
602,603,hsa-mir-153,Esophageal Neoplasms
603,604,hsa-mir-154,Esophageal Neoplasms
604,605,hsa-mir-155,Esophageal Neoplasms
605,606,hsa-mir-15a,Esophageal Neoplasms
606,607,hsa-mir-15b,Esophageal Neoplasms
607,608,hsa-mir-16,Esophageal Neoplasms
608,609,hsa-mir-17,Esophageal Neoplasms
609,610,hsa-mir-181a,Esophageal Neoplasms
610,611,hsa-mir-181b,Esophageal Neoplasms
611,612,hsa-mir-181c,Esophageal Neoplasms
612,613,hsa-mir-181d,Esophageal Neoplasms
613,614,hsa-mir-182,Esophageal Neoplasms
614,615,hsa-mir-183,Esophageal Neoplasms
615,616,hsa-mir-185,Esophageal Neoplasms
616,617,hsa-mir-186,Esophageal Neoplasms
617,618,hsa-mir-187,Esophageal Neoplasms
618,619,hsa-mir-188,Esophageal Neoplasms
619,620,hsa-mir-189,Esophageal Neoplasms
620,621,hsa-mir-18a,Esophageal Neoplasms
621,622,hsa-mir-18b,Esophageal Neoplasms
622,623,hsa-mir-191,Esophageal Neoplasms
623,624,hsa-mir-192,Esophageal Neoplasms
624,625,hsa-mir-193a,Esophageal Neoplasms
625,626,hsa-mir-193b,Esophageal Neoplasms
626,627,hsa-mir-194,Esophageal Neoplasms
627,628,hsa-mir-195,Esophageal Neoplasms
628,629,hsa-mir-196a,Esophageal Neoplasms
629,630,hsa-mir-196b,Esophageal Neoplasms
630,631,hsa-mir-197,Esophageal Neoplasms
631,632,hsa-mir-198,Esophageal Neoplasms
632,633,hsa-mir-199a,Esophageal Neoplasms
633,634,hsa-mir-199b,Esophageal Neoplasms
634,635,hsa-mir-19a,Esophageal Neoplasms
635,636,hsa-mir-19b,Esophageal Neoplasms
636,637,hsa-mir-200a,Esophageal Neoplasms
637,638,hsa-mir-200b,Esophageal Neoplasms
638,639,hsa-mir-200c,Esophageal Neoplasms
639,640,hsa-mir-202,Esophageal Neoplasms
640,641,hsa-mir-203,Esophageal Neoplasms
641,642,hsa-mir-205,Esophageal Neoplasms
642,643,hsa-mir-206,Esophageal Neoplasms
643,644,hsa-mir-20a,Esophageal Neoplasms
644,645,hsa-mir-20b,Esophageal Neoplasms
645,646,hsa-mir-21,Esophageal Neoplasms
646,647,hsa-mir-210,Esophageal Neoplasms
647,648,hsa-mir-211,Esophageal Neoplasms
648,649,hsa-mir-214,Esophageal Neoplasms
649,650,hsa-mir-215,Esophageal Neoplasms
650,651,hsa-mir-22,Esophageal Neoplasms
651,652,hsa-mir-221,Esophageal Neoplasms
652,653,hsa-mir-222,Esophageal Neoplasms
653,654,hsa-mir-223,Esophageal Neoplasms
654,655,hsa-mir-224,Esophageal Neoplasms
655,656,hsa-mir-23a,Esophageal Neoplasms
656,657,hsa-mir-23b,Esophageal Neoplasms
657,658,hsa-mir-24,Esophageal Neoplasms
658,659,hsa-mir-25,Esophageal Neoplasms
659,660,hsa-mir-26a,Esophageal Neoplasms
660,661,hsa-mir-26b,Esophageal Neoplasms
661,662,hsa-mir-27a,Esophageal Neoplasms
662,663,hsa-mir-27b,Esophageal Neoplasms
663,664,hsa-mir-28,Esophageal Neoplasms
664,665,hsa-mir-299,Esophageal Neoplasms
665,666,hsa-mir-29a,Esophageal Neoplasms
666,667,hsa-mir-29b,Esophageal Neoplasms
667,668,hsa-mir-29c,Esophageal Neoplasms
668,669,hsa-mir-301a,Esophageal Neoplasms
669,670,hsa-mir-302b,Esophageal Neoplasms
670,671,hsa-mir-302c,Esophageal Neoplasms
671,672,hsa-mir-302d,Esophageal Neoplasms
672,673,hsa-mir-30a,Esophageal Neoplasms
673,674,hsa-mir-30b,Esophageal Neoplasms
674,675,hsa-mir-30c,Esophageal Neoplasms
675,676,hsa-mir-30d,Esophageal Neoplasms
676,677,hsa-mir-31,Esophageal Neoplasms
677,678,hsa-mir-32,Esophageal Neoplasms
678,679,hsa-mir-324,Esophageal Neoplasms
679,680,hsa-mir-326,Esophageal Neoplasms
680,681,hsa-mir-328,Esophageal Neoplasms
681,682,hsa-mir-329,Esophageal Neoplasms
682,683,hsa-mir-330,Esophageal Neoplasms
683,684,hsa-mir-331,Esophageal Neoplasms
684,685,hsa-mir-335,Esophageal Neoplasms
685,686,hsa-mir-338,Esophageal Neoplasms
686,687,hsa-mir-339,Esophageal Neoplasms
687,688,hsa-mir-345,Esophageal Neoplasms
688,689,hsa-mir-346,Esophageal Neoplasms
689,690,hsa-mir-34a,Esophageal Neoplasms
690,691,hsa-mir-34b,Esophageal Neoplasms
691,692,hsa-mir-34c,Esophageal Neoplasms
692,693,hsa-mir-361,Esophageal Neoplasms
693,694,hsa-mir-362,Esophageal Neoplasms
694,695,hsa-mir-367,Esophageal Neoplasms
695,696,hsa-mir-370,Esophageal Neoplasms
696,697,hsa-mir-372,Esophageal Neoplasms
697,698,hsa-mir-373,Esophageal Neoplasms
698,699,hsa-mir-374b,Esophageal Neoplasms
699,700,hsa-mir-375,Esophageal Neoplasms
700,701,hsa-mir-376a,Esophageal Neoplasms
701,702,hsa-mir-376b,Esophageal Neoplasms
702,703,hsa-mir-377,Esophageal Neoplasms
703,704,hsa-mir-379,Esophageal Neoplasms
704,705,hsa-mir-381,Esophageal Neoplasms
705,706,hsa-mir-382,Esophageal Neoplasms
706,707,hsa-mir-383,Esophageal Neoplasms
707,708,hsa-mir-384,Esophageal Neoplasms
708,709,hsa-mir-409,Esophageal Neoplasms
709,710,hsa-mir-410,Esophageal Neoplasms
710,711,hsa-mir-411,Esophageal Neoplasms
711,712,hsa-mir-421,Esophageal Neoplasms
712,713,hsa-mir-422a,Esophageal Neoplasms
713,714,hsa-mir-423,Esophageal Neoplasms
714,715,hsa-mir-424,Esophageal Neoplasms
715,716,hsa-mir-425,Esophageal Neoplasms
716,717,hsa-mir-429,Esophageal Neoplasms
717,718,hsa-mir-431,Esophageal Neoplasms
718,719,hsa-mir-432,Esophageal Neoplasms
719,720,hsa-mir-433,Esophageal Neoplasms
720,721,hsa-mir-448,Esophageal Neoplasms
721,722,hsa-mir-451,Esophageal Neoplasms
722,723,hsa-mir-452,Esophageal Neoplasms
723,724,hsa-mir-455,Esophageal Neoplasms
724,725,hsa-mir-483,Esophageal Neoplasms
725,726,hsa-mir-484,Esophageal Neoplasms
726,727,hsa-mir-485,Esophageal Neoplasms
727,728,hsa-mir-487a,Esophageal Neoplasms
728,729,hsa-mir-489,Esophageal Neoplasms
729,730,hsa-mir-490,Esophageal Neoplasms
730,731,hsa-mir-491,Esophageal Neoplasms
731,732,hsa-mir-493,Esophageal Neoplasms
732,733,hsa-mir-494,Esophageal Neoplasms
733,734,hsa-mir-495,Esophageal Neoplasms
734,735,hsa-mir-497,Esophageal Neoplasms
735,736,hsa-mir-498,Esophageal Neoplasms
736,737,hsa-mir-501,Esophageal Neoplasms
737,738,hsa-mir-502,Esophageal Neoplasms
738,739,hsa-mir-503,Esophageal Neoplasms
739,740,hsa-mir-505,Esophageal Neoplasms
740,741,hsa-mir-506,Esophageal Neoplasms
741,742,hsa-mir-507,Esophageal Neoplasms
742,743,hsa-mir-508,Esophageal Neoplasms
743,744,hsa-mir-509,Esophageal Neoplasms
744,745,hsa-mir-510,Esophageal Neoplasms
745,746,hsa-mir-511,Esophageal Neoplasms
746,747,hsa-mir-516a,Esophageal Neoplasms
747,748,hsa-mir-518a,Esophageal Neoplasms
748,749,hsa-mir-518b,Esophageal Neoplasms
749,750,hsa-mir-518c,Esophageal Neoplasms
750,751,hsa-mir-518e,Esophageal Neoplasms
751,752,hsa-mir-518f,Esophageal Neoplasms
752,753,hsa-mir-519c,Esophageal Neoplasms
753,754,hsa-mir-519d,Esophageal Neoplasms
754,755,hsa-mir-519e,Esophageal Neoplasms
755,756,hsa-mir-520a,Esophageal Neoplasms
756,757,hsa-mir-520b,Esophageal Neoplasms
757,758,hsa-mir-520c,Esophageal Neoplasms
758,759,hsa-mir-520d,Esophageal Neoplasms
759,760,hsa-mir-520e,Esophageal Neoplasms
760,761,hsa-mir-520f,Esophageal Neoplasms
761,762,hsa-mir-520g,Esophageal Neoplasms
762,763,hsa-mir-521,Esophageal Neoplasms
763,764,hsa-mir-522,Esophageal Neoplasms
764,765,hsa-mir-523,Esophageal Neoplasms
765,766,hsa-mir-524,Esophageal Neoplasms
766,767,hsa-mir-525,Esophageal Neoplasms
767,768,hsa-mir-526a,Esophageal Neoplasms
768,769,hsa-mir-527,Esophageal Neoplasms
769,770,hsa-mir-532,Esophageal Neoplasms
770,771,hsa-mir-542,Esophageal Neoplasms
771,772,hsa-mir-548a,Esophageal Neoplasms
772,773,hsa-mir-548c,Esophageal Neoplasms
773,774,hsa-mir-548d,Esophageal Neoplasms
774,775,hsa-mir-557,Esophageal Neoplasms
775,776,hsa-mir-566,Esophageal Neoplasms
776,777,hsa-mir-570,Esophageal Neoplasms
777,778,hsa-mir-574,Esophageal Neoplasms
778,779,hsa-mir-583,Esophageal Neoplasms
779,780,hsa-mir-584,Esophageal Neoplasms
780,781,hsa-mir-590,Esophageal Neoplasms
781,782,hsa-mir-591,Esophageal Neoplasms
782,783,hsa-mir-593,Esophageal Neoplasms
783,784,hsa-mir-596,Esophageal Neoplasms
784,785,hsa-mir-602,Esophageal Neoplasms
785,786,hsa-mir-603,Esophageal Neoplasms
786,787,hsa-mir-605,Esophageal Neoplasms
787,788,hsa-mir-610,Esophageal Neoplasms
788,789,hsa-mir-612,Esophageal Neoplasms
789,790,hsa-mir-614,Esophageal Neoplasms
790,791,hsa-mir-615,Esophageal Neoplasms
791,792,hsa-mir-616,Esophageal Neoplasms
792,793,hsa-mir-617,Esophageal Neoplasms
793,794,hsa-mir-622,Esophageal Neoplasms
794,795,hsa-mir-625,Esophageal Neoplasms
795,796,hsa-mir-627,Esophageal Neoplasms
796,797,hsa-mir-628,Esophageal Neoplasms
797,798,hsa-mir-630,Esophageal Neoplasms
798,799,hsa-mir-635,Esophageal Neoplasms
799,800,hsa-mir-648,Esophageal Neoplasms
800,801,hsa-mir-652,Esophageal Neoplasms
801,802,hsa-mir-660,Esophageal Neoplasms
802,803,hsa-mir-663,Esophageal Neoplasms
803,804,hsa-mir-668,Esophageal Neoplasms
804,805,hsa-mir-671,Esophageal Neoplasms
805,806,hsa-mir-7,Esophageal Neoplasms
806,807,hsa-mir-758,Esophageal Neoplasms
807,808,hsa-mir-765,Esophageal Neoplasms
808,809,hsa-mir-769,Esophageal Neoplasms
809,810,hsa-mir-9,Esophageal Neoplasms
810,811,hsa-mir-92,Esophageal Neoplasms
811,812,hsa-mir-92b,Esophageal Neoplasms
812,813,hsa-mir-93,Esophageal Neoplasms
813,814,hsa-mir-95,Esophageal Neoplasms
814,815,hsa-mir-96,Esophageal Neoplasms
815,816,hsa-mir-98,Esophageal Neoplasms
816,817,hsa-mir-99a,Esophageal Neoplasms
817,818,hsa-mir-99b,Esophageal Neoplasms
818,819,hsa-mir-492,Esophageal Neoplasms
819,820,hsa-mir-571,Esophageal Neoplasms
820,821,hsa-mir-650,Esophageal Neoplasms
821,822,hsa-mir-661,Esophageal Neoplasms
822,823,hsa-let-7d,Glioblastoma
823,824,hsa-let-7e,Glioblastoma
824,825,hsa-let-7g,Glioblastoma
825,826,hsa-mir-105,Glioblastoma
826,827,hsa-mir-10a,Glioblastoma
827,828,hsa-mir-10b,Glioblastoma
828,829,hsa-mir-129,Glioblastoma
829,830,hsa-mir-132,Glioblastoma
830,831,hsa-mir-135b,Glioblastoma
831,832,hsa-mir-136,Glioblastoma
832,833,hsa-mir-137,Glioblastoma
833,834,hsa-mir-138,Glioblastoma
834,835,hsa-mir-139,Glioblastoma
835,836,hsa-mir-140,Glioblastoma
836,837,hsa-mir-141,Glioblastoma
837,838,hsa-mir-142,Glioblastoma
838,839,hsa-mir-143,Glioblastoma
839,840,hsa-mir-145,Glioblastoma
840,841,hsa-mir-146b,Glioblastoma
841,842,hsa-mir-148a,Glioblastoma
842,843,hsa-mir-148b,Glioblastoma
843,844,hsa-mir-149,Glioblastoma
844,845,hsa-mir-150,Glioblastoma
845,846,hsa-mir-151,Glioblastoma
846,847,hsa-mir-153,Glioblastoma
847,848,hsa-mir-154,Glioblastoma
848,849,hsa-mir-155,Glioblastoma
849,850,hsa-mir-15a,Glioblastoma
850,851,hsa-mir-16,Glioblastoma
851,852,hsa-mir-17,Glioblastoma
852,853,hsa-mir-181a,Glioblastoma
853,854,hsa-mir-181b,Glioblastoma
854,855,hsa-mir-181c,Glioblastoma
855,856,hsa-mir-182,Glioblastoma
856,857,hsa-mir-183,Glioblastoma
857,858,hsa-mir-185,Glioblastoma
858,859,hsa-mir-186,Glioblastoma
859,860,hsa-mir-187,Glioblastoma
860,861,hsa-mir-188,Glioblastoma
861,862,hsa-mir-18a,Glioblastoma
862,863,hsa-mir-18b,Glioblastoma
863,864,hsa-mir-193a,Glioblastoma
864,865,hsa-mir-194,Glioblastoma
865,866,hsa-mir-197,Glioblastoma
866,867,hsa-mir-199a,Glioblastoma
867,868,hsa-mir-199b,Glioblastoma
868,869,hsa-mir-19a,Glioblastoma
869,870,hsa-mir-19b,Glioblastoma
870,871,hsa-mir-200a,Glioblastoma
871,872,hsa-mir-200b,Glioblastoma
872,873,hsa-mir-202,Glioblastoma
873,874,hsa-mir-203,Glioblastoma
874,875,hsa-mir-205,Glioblastoma
875,876,hsa-mir-206,Glioblastoma
876,877,hsa-mir-21,Glioblastoma
877,878,hsa-mir-210,Glioblastoma
878,879,hsa-mir-211,Glioblastoma
879,880,hsa-mir-212,Glioblastoma
880,881,hsa-mir-214,Glioblastoma
881,882,hsa-mir-215,Glioblastoma
882,883,hsa-mir-217,Glioblastoma
883,884,hsa-mir-218,Glioblastoma
884,885,hsa-mir-221,Glioblastoma
885,886,hsa-mir-222,Glioblastoma
886,887,hsa-mir-224,Glioblastoma
887,888,hsa-mir-23a,Glioblastoma
888,889,hsa-mir-24,Glioblastoma
889,890,hsa-mir-25,Glioblastoma
890,891,hsa-mir-26b,Glioblastoma
891,892,hsa-mir-28,Glioblastoma
892,893,hsa-mir-296,Glioblastoma
893,894,hsa-mir-297,Glioblastoma
894,895,hsa-mir-298,Glioblastoma
895,896,hsa-mir-299,Glioblastoma
896,897,hsa-mir-29b,Glioblastoma
897,898,hsa-mir-300,Glioblastoma
898,899,hsa-mir-302b,Glioblastoma
899,900,hsa-mir-30a,Glioblastoma
900,901,hsa-mir-30c,Glioblastoma
901,902,hsa-mir-30d,Glioblastoma
902,903,hsa-mir-30e,Glioblastoma
903,904,hsa-mir-31,Glioblastoma
904,905,hsa-mir-326,Glioblastoma
905,906,hsa-mir-328,Glioblastoma
906,907,hsa-mir-329,Glioblastoma
907,908,hsa-mir-331,Glioblastoma
908,909,hsa-mir-338,Glioblastoma
909,910,hsa-mir-339,Glioblastoma
910,911,hsa-mir-340,Glioblastoma
911,912,hsa-mir-342,Glioblastoma
912,913,hsa-mir-346,Glioblastoma
913,914,hsa-mir-34a,Glioblastoma
914,915,hsa-mir-34b,Glioblastoma
915,916,hsa-mir-34c,Glioblastoma
916,917,hsa-mir-362,Glioblastoma
917,918,hsa-mir-369,Glioblastoma
918,919,hsa-mir-370,Glioblastoma
919,920,hsa-mir-371,Glioblastoma
920,921,hsa-mir-373,Glioblastoma
921,922,hsa-mir-375,Glioblastoma
922,923,hsa-mir-376b,Glioblastoma
923,924,hsa-mir-377,Glioblastoma
924,925,hsa-mir-379,Glioblastoma
925,926,hsa-mir-381,Glioblastoma
926,927,hsa-mir-382,Glioblastoma
927,928,hsa-mir-383,Glioblastoma
928,929,hsa-mir-384,Glioblastoma
929,930,hsa-mir-409,Glioblastoma
930,931,hsa-mir-410,Glioblastoma
931,932,hsa-mir-411,Glioblastoma
932,933,hsa-mir-421,Glioblastoma
933,934,hsa-mir-424,Glioblastoma
934,935,hsa-mir-425,Glioblastoma
935,936,hsa-mir-429,Glioblastoma
936,937,hsa-mir-431,Glioblastoma
937,938,hsa-mir-432,Glioblastoma
938,939,hsa-mir-433,Glioblastoma
939,940,hsa-mir-448,Glioblastoma
940,941,hsa-mir-452,Glioblastoma
941,942,hsa-mir-495,Glioblastoma
942,943,hsa-mir-503,Glioblastoma
943,944,hsa-mir-505,Glioblastoma
